CustomerID,Gender,Age,AnnualIncome,SpendingScore,TimeSpentInMall,VisitsPerMonth,DistanceFromHome,HasCreditCard,Churn
797.0,Male,23.0,86163.0,24.0,78.0,,,Yes,No
798.0,,43.0,97525.0,60.0,129.0,,47.71,Yes,
799.0,,21.0,33780.0,,76.0,21.0,45.13,No,Yes
800.0,,56.0,26589.0,86.0,70.0,12.0,39.53,Yes,No
801.0,Male,56.0,54812.0,27.0,200.0,28.0,20.43,No,No
802.0,,67.0,,83.0,198.0,1.0,28.26,No,No
803.0,,,65939.0,,,21.0,39.67,Yes,No
804.0,,18.0,,20.0,295.0,,13.72,Yes,No
805.0,Female,,124188.0,65.0,105.0,9.0,31.36,No,
806.0,Female,53.0,,85.0,272.0,23.0,41.41,No,No
807.0,Female,23.0,60953.0,,106.0,19.0,35.4,No,No
808.0,Male,58.0,85785.0,1.0,122.0,25.0,24.03,Yes,No
,,63.0,39309.0,10.0,134.0,18.0,29.27,Yes,
810.0,Male,61.0,,47.0,,28.0,49.43,No,No
811.0,Male,48.0,135662.0,59.0,130.0,7.0,30.14,,Yes
812.0,Male,37.0,45901.0,96.0,206.0,9.0,39.3,No,Yes
813.0,Male,41.0,43576.0,62.0,131.0,22.0,36.36,,No
814.0,Female,42.0,51508.0,86.0,291.0,26.0,35.1,,No
815.0,Female,53.0,94711.0,18.0,269.0,21.0,35.85,No,No
816.0,,38.0,45464.0,46.0,48.0,12.0,22.78,,
817.0,Male,,,32.0,63.0,7.0,23.76,No,Yes
,Male,,36260.0,27.0,170.0,,23.45,,Yes
819.0,Female,61.0,,92.0,298.0,,1.76,No,No
820.0,,59.0,55440.0,18.0,209.0,15.0,12.13,Yes,Yes
821.0,Male,47.0,115082.0,39.0,285.0,6.0,7.81,Yes,No
822.0,Female,39.0,125583.0,49.0,25.0,21.0,44.33,,Yes
823.0,Female,45.0,76683.0,93.0,182.0,14.0,,Yes,Yes
824.0,Male,24.0,144206.0,82.0,257.0,2.0,7.01,Yes,
825.0,Female,,61430.0,,227.0,8.0,6.08,Yes,No
826.0,Female,45.0,21987.0,72.0,96.0,13.0,35.03,,
827.0,Male,31.0,134778.0,54.0,91.0,23.0,0.4,No,No
828.0,Female,27.0,45105.0,95.0,,6.0,23.62,No,Yes
829.0,,33.0,98484.0,34.0,296.0,5.0,6.03,No,No
830.0,,33.0,138747.0,,51.0,5.0,42.5,Yes,No
831.0,Male,48.0,33026.0,36.0,21.0,25.0,47.93,Yes,No
832.0,Male,59.0,88309.0,18.0,,1.0,47.94,Yes,No
833.0,Male,42.0,65927.0,38.0,140.0,9.0,22.15,No,No
834.0,Female,30.0,95414.0,59.0,124.0,6.0,,No,No
835.0,,23.0,77535.0,,227.0,20.0,30.03,No,No
836.0,Female,61.0,62946.0,73.0,146.0,26.0,17.57,,Yes
837.0,Male,26.0,146503.0,72.0,115.0,7.0,22.26,No,No
838.0,Male,62.0,76561.0,51.0,,,3.31,No,Yes
839.0,Female,53.0,30377.0,35.0,25.0,5.0,39.81,Yes,No
840.0,Male,60.0,73592.0,82.0,251.0,14.0,12.12,,Yes
841.0,Male,37.0,27347.0,5.0,235.0,5.0,23.08,,
842.0,Female,35.0,53776.0,14.0,251.0,,24.08,No,No
843.0,Male,60.0,,92.0,150.0,7.0,28.08,No,
844.0,Male,38.0,75798.0,30.0,208.0,13.0,40.91,,No
845.0,Male,21.0,24298.0,4.0,121.0,13.0,34.62,Yes,No
846.0,Male,67.0,90204.0,39.0,136.0,,33.19,Yes,No
847.0,Female,50.0,106207.0,84.0,30.0,11.0,26.38,No,No
848.0,Female,44.0,120356.0,64.0,156.0,28.0,4.89,No,No
849.0,Male,24.0,75161.0,25.0,98.0,26.0,20.16,,Yes
850.0,Female,23.0,80652.0,28.0,212.0,18.0,47.87,,No
851.0,,32.0,54484.0,76.0,94.0,25.0,49.78,Yes,Yes
852.0,Female,35.0,118614.0,,176.0,19.0,36.55,No,Yes
,Male,49.0,149572.0,78.0,81.0,,11.45,No,
854.0,Male,,132695.0,22.0,18.0,22.0,5.18,No,Yes
855.0,,37.0,40922.0,31.0,290.0,2.0,20.8,Yes,Yes
856.0,,41.0,54028.0,23.0,,28.0,42.84,No,Yes
857.0,Male,32.0,131461.0,48.0,,13.0,36.12,,Yes
858.0,Male,65.0,40316.0,20.0,247.0,23.0,44.21,Yes,Yes
859.0,Female,,96996.0,38.0,29.0,25.0,30.83,,No
860.0,Male,38.0,36968.0,55.0,242.0,28.0,,,Yes
,Female,59.0,50266.0,68.0,230.0,26.0,5.83,Yes,No
862.0,Male,,145679.0,79.0,26.0,11.0,2.5,Yes,
863.0,Female,61.0,115745.0,88.0,,,28.4,Yes,
864.0,Female,31.0,44000.0,,205.0,24.0,12.22,,No
,Female,54.0,143239.0,1.0,93.0,2.0,36.75,Yes,Yes
866.0,Male,,34011.0,7.0,96.0,17.0,34.34,No,No
,Male,35.0,22866.0,57.0,163.0,8.0,15.97,Yes,
868.0,,22.0,132669.0,95.0,,2.0,8.92,No,No
869.0,Male,20.0,25898.0,,,6.0,5.21,,No
870.0,Female,40.0,38395.0,5.0,232.0,22.0,36.89,No,Yes
871.0,Male,43.0,59019.0,,130.0,5.0,22.58,No,Yes
872.0,Female,54.0,123243.0,42.0,182.0,,16.24,No,Yes
873.0,Female,41.0,,12.0,13.0,8.0,,No,Yes
874.0,Male,66.0,54393.0,18.0,137.0,19.0,,,No
875.0,Female,36.0,30956.0,66.0,,16.0,25.95,No,No
876.0,Male,68.0,70042.0,74.0,46.0,13.0,37.19,Yes,
877.0,Female,42.0,116199.0,79.0,,26.0,40.8,Yes,No
878.0,Female,38.0,26078.0,94.0,298.0,,34.34,Yes,No
879.0,Male,29.0,,17.0,40.0,7.0,22.06,Yes,
,Male,58.0,115676.0,68.0,277.0,16.0,19.03,Yes,No
881.0,Male,50.0,,71.0,20.0,23.0,38.61,Yes,Yes
882.0,Female,67.0,82901.0,62.0,41.0,16.0,25.94,,Yes
,Male,21.0,127227.0,41.0,66.0,29.0,35.25,Yes,Yes
884.0,Female,59.0,,95.0,175.0,12.0,44.53,No,Yes
885.0,Female,24.0,114813.0,34.0,197.0,14.0,45.8,No,Yes
886.0,Male,39.0,137192.0,70.0,,24.0,13.96,No,Yes
887.0,Male,50.0,61574.0,45.0,125.0,18.0,9.48,No,Yes
888.0,Female,34.0,138494.0,58.0,193.0,27.0,,No,Yes
889.0,Female,41.0,51417.0,51.0,279.0,28.0,37.59,,No
,Male,51.0,108020.0,34.0,42.0,18.0,18.57,Yes,
891.0,Male,,103639.0,44.0,19.0,16.0,8.75,,Yes
892.0,Male,60.0,85006.0,15.0,89.0,20.0,5.01,No,Yes
893.0,,58.0,114881.0,78.0,201.0,16.0,16.43,Yes,No
894.0,Male,56.0,131862.0,70.0,199.0,13.0,6.89,Yes,Yes
895.0,Female,39.0,59454.0,,77.0,26.0,7.9,Yes,No
896.0,Female,66.0,21587.0,32.0,134.0,29.0,34.23,,
897.0,,34.0,141688.0,67.0,68.0,9.0,1.08,,Yes
898.0,,51.0,128107.0,3.0,106.0,26.0,5.97,Yes,No
899.0,Male,23.0,135584.0,86.0,284.0,28.0,42.23,Yes,Yes
900.0,Male,63.0,74710.0,86.0,158.0,9.0,42.26,No,Yes
901.0,Male,23.0,143157.0,74.0,287.0,,16.53,Yes,Yes
902.0,,51.0,106567.0,51.0,274.0,29.0,4.49,No,No
903.0,Female,,111748.0,67.0,18.0,4.0,35.28,,
904.0,Male,27.0,95886.0,76.0,292.0,9.0,18.07,Yes,Yes
,Male,38.0,38816.0,93.0,282.0,,2.37,No,Yes
906.0,Female,,105824.0,48.0,17.0,14.0,7.98,Yes,No
907.0,Female,19.0,49432.0,17.0,217.0,19.0,,Yes,No
908.0,Male,39.0,129758.0,7.0,134.0,12.0,29.5,Yes,No
909.0,Male,65.0,,13.0,132.0,21.0,44.92,,No
910.0,Female,19.0,92373.0,66.0,42.0,26.0,39.67,Yes,Yes
,Male,27.0,54217.0,4.0,10.0,25.0,27.37,,Yes
912.0,Male,,40884.0,10.0,213.0,6.0,21.17,Yes,No
913.0,Male,33.0,25454.0,88.0,15.0,3.0,30.97,,Yes
,Female,65.0,94960.0,17.0,14.0,26.0,22.25,Yes,
915.0,Female,68.0,122421.0,52.0,89.0,25.0,12.38,No,Yes
916.0,Female,56.0,127173.0,6.0,283.0,22.0,33.99,No,
,Female,39.0,63618.0,83.0,186.0,20.0,43.67,No,No
918.0,Female,29.0,103948.0,69.0,145.0,16.0,18.71,No,
,,41.0,82671.0,96.0,34.0,20.0,42.09,No,
920.0,Female,64.0,67111.0,74.0,192.0,,21.61,No,No
921.0,,57.0,59613.0,9.0,177.0,23.0,20.13,No,Yes
922.0,Male,55.0,105678.0,91.0,187.0,17.0,1.51,Yes,Yes
923.0,,27.0,,77.0,104.0,16.0,34.79,Yes,Yes
924.0,Male,52.0,122928.0,83.0,42.0,,40.39,Yes,
,Male,68.0,144917.0,,120.0,8.0,,,No
926.0,Male,66.0,79993.0,24.0,155.0,19.0,7.65,Yes,Yes
927.0,Male,49.0,148652.0,4.0,240.0,25.0,5.25,No,Yes
928.0,Female,24.0,28848.0,24.0,281.0,26.0,28.69,,Yes
929.0,,38.0,134853.0,59.0,47.0,2.0,20.14,Yes,No
930.0,Male,37.0,98672.0,99.0,,,21.51,,Yes
931.0,Male,,139279.0,3.0,244.0,22.0,48.39,No,No
932.0,,21.0,86125.0,68.0,169.0,12.0,36.22,Yes,No
933.0,Male,63.0,106444.0,40.0,47.0,17.0,20.65,No,No
934.0,Male,69.0,137509.0,48.0,159.0,,1.05,Yes,
935.0,Female,39.0,81602.0,54.0,38.0,27.0,1.8,No,No
936.0,Male,32.0,92045.0,35.0,153.0,15.0,34.27,No,
937.0,Female,57.0,125997.0,95.0,85.0,18.0,41.9,Yes,
938.0,Male,38.0,62222.0,56.0,154.0,16.0,35.41,Yes,Yes
939.0,Female,32.0,69223.0,89.0,238.0,13.0,,Yes,Yes
940.0,Female,39.0,130012.0,40.0,73.0,21.0,1.65,No,No
941.0,Female,69.0,131246.0,77.0,278.0,17.0,48.37,No,No
942.0,Male,45.0,85333.0,68.0,193.0,,49.32,,No
943.0,,31.0,72732.0,46.0,270.0,1.0,27.51,,
,,44.0,142650.0,78.0,277.0,29.0,3.63,,No
945.0,Male,58.0,,13.0,178.0,25.0,27.09,No,Yes
946.0,Male,57.0,95504.0,27.0,268.0,26.0,44.63,No,Yes
947.0,Male,45.0,22462.0,6.0,236.0,27.0,,Yes,No
948.0,Female,43.0,29460.0,17.0,42.0,3.0,36.03,Yes,
949.0,Female,66.0,119319.0,36.0,,16.0,4.34,,
950.0,Male,19.0,145602.0,99.0,59.0,28.0,5.41,No,No
951.0,,42.0,29275.0,81.0,219.0,2.0,6.45,Yes,
952.0,Female,20.0,114213.0,2.0,38.0,15.0,45.23,Yes,Yes
953.0,Male,,33269.0,77.0,48.0,,26.34,Yes,No
954.0,Female,61.0,,,109.0,9.0,39.6,No,Yes
955.0,Male,,142672.0,66.0,182.0,16.0,5.85,No,No
956.0,,59.0,85942.0,52.0,26.0,,46.39,,No
,Female,69.0,92920.0,92.0,65.0,12.0,41.07,,No
958.0,Male,52.0,,43.0,235.0,1.0,11.32,,No
959.0,Female,23.0,42553.0,90.0,55.0,1.0,43.72,Yes,No
960.0,Male,56.0,44366.0,22.0,76.0,,13.25,Yes,Yes
961.0,,69.0,64036.0,55.0,206.0,18.0,10.35,,No
962.0,,40.0,37369.0,67.0,151.0,23.0,,,No
963.0,Female,42.0,31795.0,99.0,32.0,28.0,45.51,Yes,No
964.0,,,90021.0,60.0,103.0,23.0,45.79,Yes,Yes
965.0,Male,60.0,127205.0,58.0,251.0,15.0,,No,
966.0,Male,,,12.0,246.0,26.0,35.3,Yes,No
967.0,Male,,50143.0,88.0,63.0,25.0,33.82,No,No
968.0,Female,68.0,49425.0,69.0,147.0,13.0,40.35,Yes,No
969.0,Female,28.0,108209.0,84.0,281.0,16.0,14.9,Yes,Yes
970.0,Male,29.0,95139.0,,50.0,7.0,25.56,Yes,No
971.0,Female,,125232.0,13.0,107.0,16.0,33.42,Yes,Yes
972.0,,25.0,25368.0,41.0,192.0,13.0,1.41,,Yes
973.0,,41.0,24621.0,,137.0,14.0,18.9,Yes,Yes
974.0,,45.0,78829.0,,238.0,17.0,34.82,No,Yes
975.0,Female,58.0,149036.0,,95.0,12.0,12.7,,No
976.0,,53.0,80294.0,13.0,265.0,29.0,47.89,No,No
977.0,Female,54.0,34719.0,74.0,218.0,24.0,1.61,,Yes
978.0,Female,,49227.0,97.0,224.0,24.0,47.91,No,Yes
,Female,25.0,129430.0,,,20.0,10.92,No,Yes
980.0,Female,26.0,27566.0,40.0,58.0,13.0,2.54,No,No
981.0,Female,64.0,32306.0,80.0,210.0,24.0,14.69,Yes,Yes
,Female,32.0,73822.0,45.0,267.0,20.0,39.34,Yes,Yes
983.0,Female,65.0,44042.0,35.0,187.0,15.0,37.65,No,Yes
984.0,,63.0,35086.0,3.0,254.0,24.0,10.52,No,
985.0,,57.0,37387.0,5.0,132.0,21.0,9.92,,Yes
986.0,Female,35.0,47042.0,90.0,180.0,4.0,32.16,No,No
987.0,Female,59.0,109424.0,11.0,145.0,22.0,22.96,No,Yes
988.0,,37.0,,71.0,68.0,2.0,39.64,No,No
989.0,Female,,112050.0,56.0,202.0,28.0,1.3,Yes,No
,Female,29.0,38323.0,10.0,277.0,18.0,30.56,No,No
991.0,Female,19.0,38019.0,34.0,269.0,2.0,36.56,No,No
992.0,,24.0,95426.0,67.0,,25.0,49.67,Yes,
993.0,Female,33.0,,72.0,134.0,15.0,33.97,,Yes
994.0,Female,20.0,,31.0,50.0,26.0,11.67,Yes,
995.0,,,131023.0,75.0,263.0,19.0,5.5,Yes,No
996.0,Male,,30283.0,71.0,16.0,15.0,,Yes,Yes
997.0,,44.0,38279.0,66.0,225.0,26.0,26.21,No,No
998.0,Female,67.0,66999.0,70.0,78.0,20.0,44.97,No,
999.0,Female,60.0,82780.0,41.0,78.0,,36.36,No,Yes
1000.0,Male,57.0,42908.0,63.0,90.0,28.0,25.54,No,Yes
1001.0,Female,55.0,81584.0,32.0,39.0,24.0,20.24,No,Yes
1002.0,Male,50.0,146278.0,20.0,,20.0,20.28,No,Yes
1003.0,Male,45.0,133002.0,57.0,271.0,11.0,11.39,No,No
1004.0,Male,18.0,70225.0,98.0,98.0,26.0,0.96,,Yes
1005.0,Male,25.0,57952.0,,217.0,10.0,28.79,,Yes
1006.0,Male,54.0,120706.0,,222.0,29.0,10.7,,
1007.0,Female,49.0,57663.0,25.0,275.0,23.0,10.5,No,
,Male,65.0,142019.0,12.0,216.0,5.0,,Yes,No
1009.0,,60.0,,71.0,86.0,9.0,9.56,,No
1010.0,Female,54.0,81381.0,39.0,297.0,20.0,1.69,Yes,
1011.0,Male,21.0,67929.0,17.0,56.0,19.0,33.74,No,No
1012.0,Male,47.0,29343.0,45.0,119.0,13.0,20.13,,Yes
1013.0,Female,23.0,96173.0,11.0,209.0,18.0,28.12,Yes,No
1014.0,Male,,,70.0,219.0,17.0,31.88,Yes,No
1015.0,Male,36.0,59791.0,23.0,163.0,27.0,48.63,No,
1016.0,Female,49.0,49134.0,91.0,19.0,6.0,3.51,Yes,No
1017.0,Female,26.0,132366.0,70.0,166.0,10.0,20.95,No,No
1018.0,Male,29.0,67101.0,38.0,270.0,,12.37,No,Yes
1019.0,Female,28.0,89443.0,2.0,86.0,24.0,23.89,No,Yes
,,63.0,119111.0,86.0,266.0,6.0,46.03,No,Yes
1021.0,Male,33.0,77530.0,84.0,140.0,28.0,36.23,,No
1022.0,Male,18.0,66799.0,89.0,,28.0,,No,Yes
1023.0,Female,62.0,24827.0,79.0,237.0,21.0,22.12,Yes,No
1024.0,Female,38.0,116143.0,93.0,172.0,13.0,33.59,Yes,No
1025.0,Female,,82653.0,72.0,24.0,18.0,1.72,Yes,
1026.0,Female,30.0,33699.0,37.0,241.0,7.0,29.35,No,Yes
1027.0,Female,51.0,122828.0,49.0,204.0,2.0,27.73,Yes,
1028.0,Male,21.0,,52.0,39.0,29.0,17.4,No,
1029.0,,45.0,111419.0,33.0,,14.0,10.16,Yes,Yes
1030.0,Male,55.0,134527.0,22.0,156.0,5.0,40.4,No,No
1031.0,Male,48.0,136972.0,5.0,268.0,,2.79,No,Yes
1032.0,Female,,25313.0,18.0,152.0,11.0,3.58,No,Yes
1033.0,Male,22.0,33598.0,38.0,244.0,10.0,22.08,No,No
1034.0,Female,42.0,131362.0,37.0,124.0,11.0,12.7,,No
1035.0,Male,20.0,135445.0,94.0,99.0,27.0,37.3,Yes,No
1036.0,Female,50.0,48807.0,95.0,217.0,2.0,31.75,No,No
1037.0,Female,21.0,,64.0,173.0,15.0,38.65,Yes,
,Male,42.0,89390.0,10.0,93.0,7.0,16.3,No,No
1039.0,Male,37.0,65226.0,79.0,86.0,9.0,37.05,,Yes
1040.0,Male,51.0,79550.0,42.0,170.0,5.0,43.13,No,Yes
1041.0,Male,43.0,100072.0,48.0,14.0,7.0,17.33,Yes,
1042.0,,22.0,23558.0,44.0,87.0,20.0,17.06,No,Yes
1043.0,Male,52.0,95308.0,82.0,,,45.01,Yes,
1044.0,Male,45.0,,87.0,96.0,3.0,2.58,,No
1045.0,Female,46.0,72999.0,97.0,279.0,2.0,17.57,Yes,Yes
1046.0,Male,26.0,75878.0,16.0,,21.0,6.02,Yes,Yes
1047.0,Male,69.0,56343.0,54.0,,22.0,1.55,Yes,Yes
1048.0,Male,55.0,78219.0,35.0,63.0,23.0,5.73,,No
1049.0,Male,67.0,55186.0,98.0,220.0,,21.62,No,No
1050.0,Male,23.0,56966.0,28.0,104.0,4.0,34.38,Yes,Yes
,Female,36.0,53769.0,2.0,232.0,24.0,14.54,No,
1052.0,Male,61.0,139932.0,,18.0,20.0,42.5,No,No
1053.0,Male,28.0,146264.0,13.0,62.0,7.0,21.94,,Yes
1054.0,Male,19.0,125423.0,41.0,86.0,28.0,48.41,Yes,No
1055.0,Male,64.0,73218.0,80.0,215.0,22.0,47.71,,Yes
1056.0,Male,61.0,39229.0,59.0,121.0,7.0,38.69,No,
1057.0,Female,61.0,95209.0,69.0,174.0,17.0,46.63,Yes,Yes
1058.0,Male,26.0,47877.0,92.0,288.0,19.0,35.38,,
1059.0,Female,38.0,78001.0,53.0,36.0,22.0,44.79,No,
1060.0,Female,41.0,117137.0,45.0,79.0,,11.9,,Yes
1061.0,Male,51.0,58084.0,20.0,227.0,3.0,17.34,Yes,Yes
1062.0,,,101780.0,24.0,198.0,15.0,,No,Yes
1063.0,Male,,,61.0,133.0,14.0,21.29,No,
1064.0,Male,29.0,36806.0,,,15.0,41.88,No,Yes
1065.0,Female,,108635.0,94.0,266.0,14.0,43.89,Yes,No
1066.0,Male,47.0,130177.0,58.0,31.0,7.0,15.06,Yes,
1067.0,Male,43.0,57034.0,,49.0,25.0,41.19,,No
1068.0,Male,65.0,60317.0,26.0,47.0,3.0,7.8,No,No
1069.0,,38.0,75468.0,7.0,57.0,17.0,16.78,Yes,No
1070.0,Male,45.0,39094.0,42.0,,10.0,25.95,,No
1071.0,Male,,77796.0,47.0,84.0,15.0,11.4,Yes,Yes
1072.0,Female,50.0,30589.0,53.0,218.0,29.0,29.01,Yes,Yes
1073.0,Female,38.0,77221.0,59.0,192.0,6.0,28.98,No,No
1074.0,Male,52.0,144855.0,38.0,116.0,28.0,10.42,,No
1075.0,Male,69.0,21657.0,69.0,197.0,17.0,,Yes,No
1076.0,Male,51.0,118300.0,87.0,273.0,17.0,31.62,No,Yes
1077.0,,58.0,137229.0,92.0,,14.0,,Yes,
1078.0,Male,68.0,59531.0,98.0,146.0,24.0,11.69,Yes,No
1079.0,,,72227.0,53.0,104.0,25.0,43.95,Yes,Yes
1080.0,Male,35.0,23164.0,15.0,254.0,18.0,41.8,No,Yes
,Male,28.0,113078.0,,99.0,25.0,11.57,No,Yes
1082.0,Male,40.0,103973.0,26.0,68.0,5.0,1.88,No,Yes
1083.0,Male,65.0,61247.0,,37.0,29.0,40.25,,Yes
1084.0,Female,,124041.0,95.0,81.0,8.0,30.81,Yes,Yes
1085.0,Female,34.0,39601.0,19.0,279.0,7.0,5.13,Yes,
1086.0,Male,22.0,113966.0,9.0,33.0,23.0,29.41,Yes,No
1087.0,Male,61.0,70599.0,64.0,121.0,4.0,22.66,No,Yes
1088.0,Female,28.0,91545.0,93.0,65.0,18.0,38.75,No,No
1089.0,Female,47.0,,54.0,232.0,5.0,10.53,No,Yes
1090.0,Female,,24552.0,51.0,129.0,16.0,22.71,Yes,No
1091.0,Female,44.0,136452.0,39.0,188.0,14.0,7.9,Yes,Yes
1092.0,Male,52.0,29417.0,4.0,297.0,,47.88,No,Yes
1093.0,Female,50.0,78579.0,3.0,290.0,27.0,38.96,Yes,No
1094.0,Male,37.0,127525.0,64.0,198.0,19.0,36.86,No,No
1095.0,,33.0,88207.0,29.0,75.0,14.0,34.54,Yes,Yes
1096.0,Female,51.0,92055.0,11.0,258.0,9.0,21.22,Yes,Yes
1097.0,Female,19.0,122266.0,97.0,85.0,6.0,46.17,Yes,Yes
1098.0,Female,52.0,98270.0,58.0,146.0,17.0,,Yes,Yes
1099.0,Female,57.0,,75.0,173.0,19.0,40.18,Yes,Yes
1100.0,Male,45.0,137865.0,27.0,242.0,12.0,10.84,No,Yes
1101.0,Male,64.0,23722.0,,264.0,4.0,16.27,No,No
1102.0,Female,56.0,90442.0,21.0,179.0,16.0,,No,No
1103.0,Female,23.0,,39.0,183.0,25.0,39.15,Yes,No
1104.0,Male,26.0,60031.0,95.0,27.0,11.0,41.94,,No
1105.0,Female,37.0,99235.0,46.0,79.0,22.0,29.23,No,No
1106.0,Female,18.0,41438.0,,125.0,4.0,,Yes,Yes
1107.0,Male,25.0,78819.0,91.0,89.0,17.0,47.33,Yes,Yes
1108.0,Female,40.0,63856.0,,,,12.4,No,No
1109.0,,20.0,53576.0,75.0,185.0,14.0,40.17,No,Yes
1110.0,Male,21.0,61938.0,82.0,278.0,27.0,30.64,No,No
1111.0,Male,42.0,69028.0,65.0,128.0,2.0,18.91,No,No
1112.0,Male,64.0,79807.0,63.0,197.0,11.0,0.17,No,Yes
1113.0,Female,,69877.0,99.0,66.0,11.0,22.39,Yes,Yes
,Male,32.0,117783.0,35.0,208.0,24.0,13.91,,No
1115.0,Male,38.0,63461.0,31.0,,22.0,,No,No
1116.0,Male,,113474.0,28.0,297.0,24.0,3.85,No,No
1117.0,Male,63.0,60469.0,1.0,64.0,6.0,17.44,No,No
1118.0,Male,,103136.0,25.0,278.0,21.0,30.78,,Yes
1119.0,Male,31.0,40435.0,43.0,96.0,21.0,41.89,No,No
1120.0,,53.0,104117.0,84.0,38.0,14.0,9.26,Yes,Yes
1121.0,Female,29.0,34191.0,67.0,31.0,10.0,21.29,Yes,
1122.0,Male,34.0,104726.0,63.0,,,19.66,Yes,No
,,56.0,143658.0,51.0,57.0,27.0,25.72,No,Yes
1124.0,Male,,135660.0,2.0,14.0,8.0,40.5,No,Yes
1125.0,Female,52.0,47386.0,82.0,259.0,7.0,27.73,Yes,Yes
1126.0,Female,30.0,51721.0,64.0,172.0,8.0,42.35,No,Yes
1127.0,Female,32.0,74786.0,,211.0,28.0,25.98,No,Yes
1128.0,,35.0,33704.0,69.0,,8.0,30.23,No,No
1129.0,,68.0,76635.0,9.0,80.0,23.0,21.93,Yes,No
1130.0,Female,50.0,22123.0,2.0,172.0,2.0,41.17,Yes,No
1131.0,Female,23.0,110710.0,34.0,182.0,27.0,46.2,Yes,Yes
1132.0,Female,44.0,129837.0,60.0,150.0,16.0,31.99,No,Yes
,Female,40.0,134912.0,61.0,147.0,9.0,41.06,,Yes
1134.0,Male,,82993.0,,75.0,13.0,3.04,Yes,No
1135.0,Male,51.0,132752.0,10.0,207.0,23.0,45.31,Yes,Yes
1136.0,Male,63.0,100122.0,76.0,237.0,12.0,9.53,No,No
1137.0,Male,55.0,117512.0,36.0,290.0,27.0,12.9,Yes,No
1138.0,Female,31.0,45416.0,85.0,181.0,22.0,2.76,,
1139.0,Female,53.0,21814.0,49.0,49.0,25.0,48.27,No,Yes
1140.0,Male,25.0,98537.0,70.0,16.0,,42.62,Yes,No
1141.0,Female,52.0,70258.0,49.0,183.0,17.0,45.67,No,No
1142.0,Male,36.0,36508.0,3.0,160.0,27.0,42.38,No,No
1143.0,Female,47.0,105166.0,74.0,220.0,,24.03,Yes,Yes
1144.0,Male,31.0,98916.0,,95.0,13.0,46.21,Yes,No
1145.0,Female,37.0,133710.0,90.0,262.0,1.0,48.48,Yes,Yes
1146.0,Female,66.0,55699.0,61.0,30.0,26.0,25.18,No,Yes
1147.0,Male,42.0,66335.0,,266.0,28.0,8.86,Yes,No
1148.0,Female,57.0,66806.0,90.0,42.0,19.0,32.97,Yes,No
1149.0,Male,41.0,97853.0,26.0,269.0,11.0,,Yes,Yes
1150.0,Male,31.0,83768.0,72.0,243.0,,43.62,No,No
1151.0,,43.0,,5.0,,,43.1,No,Yes
1152.0,Male,55.0,54785.0,15.0,236.0,20.0,46.7,No,Yes
1153.0,Female,40.0,51980.0,16.0,293.0,13.0,44.71,Yes,Yes
1154.0,Female,39.0,,1.0,79.0,8.0,38.84,Yes,No
1155.0,Female,65.0,120719.0,16.0,,6.0,35.94,No,Yes
,Male,36.0,114702.0,37.0,,29.0,13.31,Yes,
1157.0,Female,63.0,105016.0,3.0,33.0,17.0,31.1,Yes,No
,Male,68.0,,,243.0,12.0,26.12,,No
1159.0,,20.0,86253.0,47.0,,1.0,43.11,No,
1160.0,Female,,105481.0,95.0,,3.0,24.64,No,Yes
1161.0,Female,36.0,111128.0,13.0,295.0,14.0,6.47,Yes,Yes
1162.0,,,48141.0,80.0,27.0,26.0,,Yes,No
1163.0,Female,45.0,50009.0,55.0,53.0,8.0,33.93,Yes,Yes
1164.0,Female,37.0,147581.0,21.0,164.0,11.0,27.54,,Yes
,Male,62.0,130966.0,66.0,240.0,27.0,16.62,No,No
1166.0,Female,24.0,26782.0,54.0,,14.0,,,No
1167.0,Male,31.0,112072.0,27.0,226.0,8.0,23.39,No,
,Female,26.0,119352.0,38.0,65.0,29.0,,No,No
1169.0,Male,36.0,45933.0,90.0,40.0,3.0,16.87,Yes,Yes
1170.0,Male,64.0,97154.0,58.0,68.0,7.0,19.02,No,Yes
1171.0,Female,69.0,28307.0,62.0,,28.0,,,No
1172.0,Male,31.0,112207.0,46.0,116.0,,,No,
1173.0,Male,55.0,126209.0,89.0,,4.0,12.92,Yes,Yes
1174.0,Male,53.0,128297.0,11.0,27.0,25.0,42.53,No,No
1175.0,Male,57.0,95874.0,72.0,235.0,16.0,17.84,Yes,Yes
1176.0,Male,34.0,58346.0,8.0,176.0,13.0,11.56,No,No
1177.0,Male,47.0,132138.0,97.0,80.0,20.0,,No,Yes
1178.0,Female,26.0,70772.0,71.0,63.0,19.0,16.2,No,No
1179.0,Male,50.0,92084.0,64.0,254.0,,3.47,No,No
1180.0,,69.0,60149.0,,85.0,23.0,1.74,No,No
,Female,42.0,106700.0,72.0,44.0,5.0,30.3,Yes,No
1182.0,,31.0,47526.0,63.0,,20.0,31.0,Yes,No
,,28.0,116758.0,85.0,130.0,24.0,26.53,Yes,No
1184.0,Female,52.0,105712.0,64.0,34.0,4.0,38.14,No,
1185.0,Female,58.0,148447.0,20.0,169.0,2.0,2.05,,Yes
1186.0,Female,31.0,88477.0,,93.0,26.0,46.81,No,No
1187.0,,47.0,25695.0,58.0,123.0,13.0,4.84,No,Yes
1188.0,Male,58.0,59169.0,46.0,232.0,16.0,33.73,Yes,
1189.0,,21.0,,31.0,175.0,22.0,6.76,Yes,No
